high,low,medium,listing_id
0.08706367,0.49225858,0.4206777,7142618
0.2600589,0.34576783,0.39417326,7210040
0.09060221,0.6225738,0.28682402,7174566
0.4171788,0.22121212,0.3616091,7191391
0.013450447,0.86261684,0.1239327,7171695
0.007834718,0.8365776,0.15558772,7225206
0.032457285,0.74095964,0.22658305,7200075
0.1532125,0.48889863,0.35788882,7145074
0.049923126,0.7827155,0.16736136,7193645
0.0011464547,0.9861442,0.012709386,7147703
0.020960411,0.85277694,0.12626266,7182218
0.009883679,0.86129373,0.12882265,7132136
0.060698837,0.5079347,0.43136653,7130670
0.00064227934,0.98991126,0.009446451,7151855
0.007644877,0.93707025,0.055284876,7158358
0.061367,0.76283664,0.17579632,7221001
0.35490465,0.15325059,0.4918448,7100305
0.1224385,0.45524254,0.42231894,7096581
0.057707954,0.43630263,0.5059894,7177904
0.27816007,0.3163123,0.40552756,7122823
0.0032803076,0.96098566,0.035734095,7183502
0.06117263,0.47075292,0.46807447,7170627
0.12717223,0.5549261,0.31790164,7154826
0.001744276,0.96532196,0.03293378,7155276
0.06991195,0.6954157,0.23467241,7126641
0.23755817,0.41081285,0.35162896,7096119
0.04369522,0.699991,0.2563138,7197172
0.07281911,0.64241743,0.28476346,7189973
0.17660804,0.5165479,0.30684406,7123008
0.04697302,0.73926747,0.21375948,7146900
0.020962946,0.7615325,0.21750452,7109717
0.039027724,0.8074714,0.15350084,7129938
0.0006266559,0.9677462,0.031627186,7107178
0.021607634,0.87554324,0.10284909,7176321
0.06930274,0.67567474,0.25502256,7128745
0.16886847,0.4112216,0.41990998,7142399
0.02743472,0.81123227,0.16133302,7173397
0.25271463,0.36786303,0.37942237,7097445
0.0014684455,0.982042,0.016489571,7176649
0.027446441,0.7079111,0.26464248,7217973
0.054048784,0.6964101,0.24954107,7181413
0.011389544,0.8837392,0.104871236,7131045
0.08054309,0.44297087,0.47648603,7227600
0.003382846,0.97505116,0.021565974,7152410
0.110724986,0.4507438,0.43853122,7164630
0.050246738,0.6469838,0.3027695,7233385
0.068067096,0.6269989,0.304934,7132168
0.0031848177,0.9079375,0.08887772,7177475
0.0008104278,0.98305845,0.0161311,7195866
0.0025958458,0.9811421,0.016262004,7128348
0.09460613,0.45964104,0.4457528,7127663
0.014281584,0.86963964,0.116078794,7224803
0.11926166,0.53626114,0.34447715,7175018
0.0893401,0.4523133,0.4583466,7172595
0.0561192,0.6626037,0.28127715,7109912
0.31904304,0.26533213,0.41562477,7138297
0.030348655,0.81724614,0.15240523,7092476
0.021678733,0.8278202,0.15050106,7089303
0.024365585,0.56187344,0.41376096,7125155
