high,low,medium,listing_id
0.08685874,0.48343635,0.4297049,7142618
0.25229383,0.34021854,0.40748763,7210040
0.10415845,0.59502727,0.30081427,7174566
0.4038242,0.21689218,0.37928358,7191391
0.014312215,0.85614526,0.1295425,7171695
0.0069207205,0.8372699,0.15580937,7225206
0.022832533,0.74319595,0.23397148,7200075
0.1628942,0.47967416,0.35743165,7145074
0.03698704,0.7889907,0.17402227,7193645
0.0011247089,0.9859291,0.012946242,7147703
0.02296364,0.8374461,0.13959025,7182218
0.012011762,0.8623971,0.12559113,7132136
0.064140104,0.54105175,0.39480814,7130670
0.0008602781,0.98831415,0.010825556,7151855
0.0075985594,0.9359358,0.05646567,7158358
0.070858285,0.77140325,0.15773846,7221001
0.3951338,0.15636353,0.44850266,7100305
0.11972148,0.49184924,0.3884293,7096581
0.04620473,0.46479324,0.489002,7177904
0.27866572,0.33686763,0.38446662,7122823
0.0021890702,0.9757026,0.0221083,7183502
0.07029553,0.48575878,0.44394574,7170627
0.12016761,0.548366,0.33146635,7154826
0.0018686391,0.9672473,0.030884037,7155276
0.06703939,0.7249334,0.20802726,7126641
0.2337055,0.42302203,0.3432725,7096119
0.038240895,0.71920353,0.24255559,7197172
0.07140462,0.6507882,0.27780715,7189973
0.19932406,0.500557,0.30011895,7123008
0.052245796,0.7658735,0.18188068,7146900
0.02954614,0.7739303,0.19652356,7109717
0.050796654,0.7897836,0.15941979,7129938
0.001013071,0.95137745,0.047609515,7107178
0.022669923,0.8688063,0.10852381,7176321
0.07140908,0.6736788,0.25491217,7128745
0.14233959,0.4053552,0.4523052,7142399
0.031321835,0.79973465,0.1689435,7173397
0.20112567,0.36710954,0.43176484,7097445
0.001445509,0.97889084,0.019663678,7176649
0.0320064,0.7042267,0.26376694,7217973
0.0466377,0.7613292,0.19203316,7181413
0.0133255115,0.88064504,0.106029436,7131045
0.11312235,0.40809998,0.47877774,7227600
0.004087846,0.9715673,0.024344884,7152410
0.111431226,0.46025556,0.42831323,7164630
0.05169244,0.64168614,0.3066214,7233385
0.074911706,0.6280322,0.29705608,7132168
0.0036252856,0.8784709,0.11790386,7177475
0.0008727438,0.9820986,0.017028669,7195866
0.0050703436,0.975552,0.019377647,7128348
0.08846631,0.4611401,0.45039353,7127663
0.015927235,0.8596468,0.124425955,7224803
0.11844417,0.5560969,0.3254589,7175018
0.097760685,0.4445509,0.4576884,7172595
0.058471467,0.6754947,0.26603392,7109912
0.32277405,0.27480987,0.40241608,7138297
0.03365095,0.81813663,0.14821242,7092476
0.020653008,0.838855,0.140492,7089303
0.023126232,0.56454355,0.4123302,7125155
0.014278082,0.86282,0.12290188,7220062
0.09996396,0.54384476,0.3561913,7106449
0.08010186,0.5804606,0.33943754,7128225
0.0011524439,0.9809198,0.01792779,7195250
0.03083912,0.6440583,0.32510263,7218672
0.018313311,0.8785816,0.10310511,7196783
0.011354141,0.88577396,0.10287186,7103890
0.083176516,0.65505713,0.2617663,7091781
0.0039141085,0.9580353,0.03805056,7188560
0.15941647,0.44759253,0.39299104,7158435
0.0895642,0.51856625,0.3918696,7174040
0.27484643,0.37913743,0.3460161,7090560
0.0014030465,0.97788894,0.020708023,7176342
0.02737055,0.8352263,0.13740315,7192962
0.019113496,0.8409764,0.13991009,7097397
0.0290934,0.8221983,0.14870831,7145866
0.00075187907,0.97982055,0.019427616,7206754
0.028569771,0.68190306,0.28952712,7138175
0.00036662747,0.9800463,0.01958705,7149594
0.020453228,0.69313836,0.2864084,7156633
0.11341656,0.44464996,0.44193348,7105345
0.27782702,0.2516282,0.47054473,7213632
0.024993982,0.7943184,0.18068768,7183113
0.21688122,0.3620018,0.42111698,7140000
0.031545658,0.7083978,0.26005656,7195613
0.1332385,0.40339988,0.46336156,7105115
0.0022033032,0.93096966,0.06682703,7160348
0.005092424,0.9427915,0.05211605,7160614
0.018442031,0.8485053,0.13305265,7092337
0.007342847,0.9214743,0.07118288,7147336
0.02802993,0.8645061,0.107463956,7218407
0.22842857,0.2955791,0.47599238,7153777
0.119145565,0.61640257,0.2644519,7105692
0.045914397,0.7965631,0.1575225,7182783
0.0026403028,0.8303987,0.16696103,7175581
0.2459634,0.38898695,0.36504966,7178664
0.24661456,0.32753524,0.42585018,7211063
0.061451763,0.6271201,0.31142813,7224728
0.09248589,0.48905408,0.41846,7102627
0.09814043,0.51361805,0.3882415,7092248
0.04089577,0.7654996,0.19360462,7207732
0.024299206,0.76908404,0.20661676,7103067
0.06929283,0.519395,0.41131213,7229817
0.07660009,0.6957803,0.22761968,7172753
0.014073504,0.6738289,0.31209758,7125988
0.0073809135,0.9547532,0.0378658,7091708
0.35020888,0.27090335,0.37888777,7120982
0.03767644,0.8024164,0.15990713,7200404
0.047501635,0.6317101,0.32078826,7134396
0.33156916,0.23534179,0.433089,7094055
0.060876332,0.69980115,0.23932253,7220352
0.033980895,0.77154475,0.19447432,7097260
0.04431363,0.71298677,0.2426996,7132074
0.0054508294,0.9118729,0.08267621,7195758
0.0073163523,0.9153766,0.07730708,7218227
7.9123e-05,0.9984654,0.0014554618,7191025
0.42301807,0.11370535,0.46327662,7152268
0.031062778,0.7118973,0.25703993,7210298
0.0065694423,0.8971545,0.0962761,7096221
0.029522019,0.7316731,0.23880492,7137429
0.46925002,0.19179197,0.33895797,7141582
0.20019566,0.3041193,0.49568498,7125014
0.07976356,0.5870139,0.33322257,7204283
0.0016942297,0.95186573,0.046440024,7129195
0.000873276,0.9629407,0.03618599,7208151
0.15730375,0.24436401,0.5983322,7169433
0.008076806,0.9045581,0.087365024,7194385
0.05608677,0.62062573,0.3232875,7184378
0.1355924,0.4364722,0.42793545,7112430
0.021127133,0.7910158,0.18785702,7224419
0.0028075387,0.92308754,0.07410491,7176557
0.027404083,0.4918448,0.48075116,7185501
0.0020640278,0.99050236,0.0074335686,7205296
0.006430851,0.9506167,0.0429524,7143873
0.14633308,0.50178385,0.35188302,7227106
0.32987764,0.2334897,0.4366326,7143808
0.33173925,0.22588064,0.44238016,7123007
0.18353231,0.36881867,0.44764897,7120025
0.16001509,0.49633715,0.34364778,7095934
0.039808888,0.7702497,0.18994136,7102526
0.0071318466,0.92232686,0.070541345,7149561
0.15398645,0.42679814,0.41921538,7147321
0.055737533,0.5521164,0.39214608,7163675
0.0018075237,0.9674705,0.030721951,7203197
0.003446308,0.948204,0.048349686,7192159
0.013953801,0.86148095,0.12456522,7124635
0.026010431,0.822593,0.15139662,7138513
0.10850329,0.58521485,0.30628192,7116744
0.027159857,0.8204489,0.15239124,7228168
0.17309698,0.3978182,0.42908478,7156739
0.12116201,0.46706653,0.4117715,7233157
0.16797931,0.50253075,0.32948992,7091879
0.048005804,0.49931067,0.45268354,7145151
0.022219272,0.75588167,0.22189902,7230883
0.41698197,0.13778219,0.44523582,7188256
0.0006560483,0.98966295,0.009680941,7203095
0.16746812,0.35596085,0.47657108,7142105
0.03489042,0.5994836,0.365626,7210546
0.117403544,0.47264832,0.40994814,7134026
0.011576174,0.83355093,0.1548729,7119521
0.09313438,0.49425516,0.41261053,7225812
0.020751277,0.83289164,0.14635706,7231536
0.025612265,0.79154307,0.1828447,7120399
0.050533462,0.6199244,0.32954207,7209940
0.06921155,0.6211167,0.30967176,7125730
0.0056595667,0.9210987,0.07324171,7129665
0.084924996,0.6169975,0.29807746,7156628
0.02856589,0.7090203,0.26241383,7154533
0.030904427,0.82415086,0.1449447,7194011
0.101217374,0.5367899,0.36199272,7159573
0.007993743,0.93672305,0.05528319,7122632
0.0033246938,0.982393,0.014282281,7199902
0.02259088,0.91151303,0.065896116,7204514
0.01611196,0.8244691,0.15941893,7114559
0.028804647,0.6688221,0.30237326,7172574
0.0032144883,0.8767694,0.1200161,7190848
0.17228824,0.334592,0.4931197,7127320
0.014715827,0.88908166,0.09620255,7099989
0.38921094,0.2718768,0.33891228,7193209
0.34685948,0.3207249,0.3324156,7163387
0.01725343,0.8561419,0.1266046,7192322
0.009643088,0.9639039,0.026453057,7181284
0.025391245,0.8051737,0.16943507,7138658
0.026304094,0.7989805,0.17471537,7094836
0.018847296,0.87269926,0.10845338,7228347
0.11629893,0.48263493,0.40106618,7092957
0.05131183,0.739369,0.20931922,7095106
0.0001511245,0.9912794,0.008569408,7118353
0.00025011186,0.994201,0.0055488762,7187196
0.20111237,0.31740823,0.48147938,7171952
0.028170543,0.8000584,0.17177102,7109967
0.18007815,0.45748335,0.3624385,7121401
0.36242425,0.27089077,0.36668497,7117926
0.00031556108,0.9932829,0.00640147,7149587
9.613854e-05,0.993958,0.0059458194,7153700
0.11654714,0.50216115,0.38129175,7128436
0.008972198,0.8804645,0.11056326,7156683
0.0028760906,0.93432456,0.062799364,7183547
0.044173367,0.7333134,0.22251327,7130682
0.018267162,0.92003685,0.061695967,7191787
0.0009295151,0.98400915,0.015061327,7201129
0.08223494,0.6563464,0.26141873,7131018
0.042798277,0.74687934,0.21032235,7191519
0.01929808,0.6980765,0.28262538,7129888
0.5138591,0.17593116,0.31020975,7119314
0.04024613,0.6468381,0.3129158,7173398
0.34271652,0.382302,0.2749815,7100690
0.06792425,0.5979997,0.3340761,7111231
0.07410708,0.5867115,0.3391814,7173783
0.025996814,0.71526027,0.25874293,7185543
0.033738576,0.6472934,0.31896797,7190190
0.17488936,0.4177805,0.4073302,7157963
0.50202334,0.18308823,0.31488845,7158304
0.06891786,0.6848202,0.24626195,7095639
0.002973359,0.9720953,0.024931353,7130993
0.016038675,0.80646795,0.17749336,7117359
0.0012276153,0.98211056,0.016661767,7122494
0.21845767,0.51986796,0.26167434,7093292
0.014497365,0.93215686,0.053345747,7214909
0.10763977,0.6432006,0.24915965,7178939
0.00017109774,0.9920678,0.0077610663,7209358
0.0019767494,0.9457172,0.052306093,7232607
0.015543023,0.845183,0.13927399,7207044
0.060179785,0.72727275,0.21254748,7223765
0.06910645,0.49436182,0.43653175,7103387
0.0035079964,0.97527564,0.021216333,7149774
0.0048771803,0.93763083,0.05749195,7105211
0.045255736,0.5634377,0.39130655,7183544
0.0068287672,0.88823533,0.104935914,7233547
0.004616463,0.8656538,0.12972975,7096046
0.08161781,0.71101445,0.20736778,7174305
0.03770475,0.7398714,0.22242382,7172833
0.0035435858,0.89116764,0.10528881,7109230
0.105827115,0.67257154,0.22160137,7180549
0.052519783,0.7712612,0.17621902,7096591
0.0044290246,0.87651306,0.11905784,7110015
0.06327009,0.39409196,0.542638,7114048
0.2805844,0.2236736,0.49574193,7111037
