high,low,medium,listing_id
0.070655696,0.3454796,0.5838647,7142618
0.24044065,0.41308534,0.34647405,7210040
0.0362755,0.7649792,0.19874534,7174566
0.473826,0.22045287,0.30572107,7191391
0.0138296075,0.8764801,0.10969028,7171695
0.0029673134,0.8679485,0.12908424,7225206
0.009253266,0.8013245,0.18942223,7200075
0.28253204,0.31082234,0.40664566,7145074
0.02982411,0.6059974,0.3641785,7193645
0.00051916635,0.9913162,0.008164651,7147703
0.017662855,0.8617566,0.1205805,7182218
0.007856524,0.8658899,0.1262536,7132136
0.09589313,0.53967285,0.36443403,7130670
0.00057565613,0.9885683,0.010856086,7151855
0.010335146,0.8957304,0.09393449,7158358
0.03505373,0.73074734,0.23419897,7221001
0.4065788,0.1296663,0.4637549,7100305
0.14457689,0.31518254,0.5402406,7096581
0.073740944,0.34863675,0.5776223,7177904
0.18781522,0.44601333,0.36617148,7122823
0.0010023897,0.96289593,0.03610167,7183502
0.049269166,0.50485003,0.44588083,7170627
0.09441457,0.6241704,0.28141496,7154826
0.002945024,0.96504253,0.032012485,7155276
0.04728891,0.65990144,0.29280964,7126641
0.21582876,0.49145067,0.29272056,7096119
0.0094093,0.9321416,0.058449093,7197172
0.14609006,0.57328755,0.28062242,7189973
0.17071302,0.6593573,0.16992965,7123008
0.039289694,0.77551687,0.18519345,7146900
0.009419736,0.7344744,0.25610584,7109717
0.04152666,0.7952335,0.16323984,7129938
0.00049842306,0.9488485,0.05065312,7107178
0.011988615,0.9124233,0.0755881,7176321
0.06169551,0.6636419,0.27466258,7128745
0.101187535,0.38884827,0.50996417,7142399
0.003945531,0.91068727,0.08536718,7173397
0.2553343,0.39090565,0.35376006,7097445
0.0025741803,0.96220744,0.03521845,7176649
0.0116796335,0.8218056,0.16651471,7217973
0.060452737,0.7022274,0.23731987,7181413
0.0071519837,0.9222459,0.07060202,7131045
0.108532354,0.38949946,0.50196815,7227600
0.0021970416,0.9842074,0.0135956025,7152410
0.10546658,0.5190247,0.3755087,7164630
0.04343515,0.57826555,0.37829933,7233385
0.07793304,0.57659376,0.34547317,7132168
0.000865371,0.9327496,0.06638504,7177475
0.0004243499,0.99167585,0.0078998245,7195866
0.000289211,0.9953146,0.0043961867,7128348
0.075409055,0.3156605,0.6089304,7127663
0.0045131715,0.9214854,0.07400146,7224803
0.039505303,0.67952216,0.2809725,7175018
0.07037411,0.45292464,0.47670123,7172595
0.035670243,0.8135592,0.15077055,7109912
0.2982272,0.22410092,0.47767192,7138297
0.028904691,0.8384314,0.13266388,7092476
0.007028143,0.78966737,0.20330447,7089303
0.030539384,0.42544416,0.5440165,7125155
0.0048020678,0.9264221,0.06877578,7220062
0.05696719,0.5404753,0.40255746,7106449
0.08025764,0.6983406,0.22140178,7128225
0.00020518468,0.9887333,0.011061513,7195250
0.014361914,0.6079762,0.3776619,7218672
0.007934728,0.944413,0.047652226,7196783
0.026183888,0.853315,0.12050108,7103890
0.02251021,0.7581505,0.21933927,7091781
0.0009942271,0.95742416,0.04158156,7188560
0.20389053,0.45114994,0.34495953,7158435
0.06840785,0.6881391,0.24345306,7174040
0.27746513,0.43278542,0.2897494,7090560
0.00070362847,0.98885787,0.01043854,7176342
0.014921128,0.89301103,0.09206779,7192962
0.0174742,0.8303937,0.15213206,7097397
0.027352719,0.8038087,0.16883855,7145866
0.0004189889,0.9788521,0.020728841,7206754
0.0510449,0.4673632,0.48159188,7138175
0.00020129555,0.9880746,0.011724173,7149594
0.0044663404,0.81923497,0.17629874,7156633
0.07754362,0.38929898,0.53315735,7105345
0.038631305,0.80245954,0.15890916,7213632
0.0023646136,0.97089,0.026745437,7183113
0.23338829,0.33556262,0.4310491,7140000
0.054695364,0.6364551,0.30884957,7195613
0.08089101,0.45243853,0.4666705,7105115
0.0003709019,0.98288786,0.016741248,7160348
0.0013544465,0.9455872,0.05305827,7160614
0.010421036,0.87509143,0.114487514,7092337
0.0014682148,0.96860516,0.029926598,7147336
0.009616678,0.8368779,0.15350544,7218407
0.16902936,0.3374159,0.4935547,7153777
0.07900729,0.7314001,0.18959261,7105692
0.023121975,0.8131763,0.16370173,7182783
0.0013424155,0.8140233,0.18463428,7175581
0.3433772,0.25954401,0.39707878,7178664
0.40429267,0.1890133,0.40669405,7211063
0.04210463,0.7906286,0.16726674,7224728
0.09896328,0.46675175,0.43428499,7102627
0.13344665,0.41811964,0.4484337,7092248
0.027361594,0.71658474,0.2560537,7207732
0.009438646,0.83041555,0.16014579,7103067
0.027565058,0.7584103,0.21402463,7229817
0.09769189,0.7132805,0.18902764,7172753
0.015254085,0.9376897,0.047056183,7125988
0.0027085845,0.9755245,0.021766955,7091708
0.27189913,0.3770149,0.35108593,7120982
0.025231013,0.81405395,0.16071504,7200404
0.047535595,0.56062376,0.3918406,7134396
0.10093819,0.67373824,0.22532351,7094055
0.028169041,0.7538651,0.21796577,7220352
0.051010154,0.72206867,0.22692122,7097260
0.018676618,0.73535436,0.24596904,7132074
0.003753298,0.8990215,0.097225174,7195758
0.005641553,0.91021055,0.08414785,7218227
1.1608346e-05,0.99937695,0.00061149173,7191025
0.50559044,0.055052828,0.43935677,7152268
0.02132869,0.75315976,0.2255116,7210298
0.0010432018,0.927172,0.07178486,7096221
0.0050677364,0.8930043,0.101927966,7137429
0.49778157,0.25413775,0.24808066,7141582
0.34097907,0.2563292,0.40269172,7125014
0.057115197,0.61424845,0.32863635,7204283
0.00075396063,0.92635155,0.07289447,7129195
0.00042260627,0.94953895,0.050038412,7208151
0.10283166,0.17918167,0.71798664,7169433
0.005922775,0.93818104,0.055896204,7194385
0.1092141,0.50983715,0.38094872,7184378
0.15092714,0.48408812,0.36498475,7112430
0.0075055137,0.8600987,0.13239577,7224419
0.0006948766,0.96867967,0.03062544,7176557
0.030248586,0.50622296,0.46352842,7185501
0.00021715817,0.9984377,0.0013451953,7205296
0.0028723036,0.96422267,0.032905027,7143873
0.095029175,0.51233315,0.39263764,7227106
0.21049573,0.17305507,0.6164492,7143808
0.28417623,0.2753877,0.44043612,7123007
0.36637455,0.25888857,0.37473685,7120025
0.10719316,0.5047852,0.3880217,7095934
0.0763707,0.661448,0.2621813,7102526
0.00728273,0.8825864,0.11013085,7149561
0.15255962,0.5800691,0.26737124,7147321
0.12277742,0.52881974,0.34840286,7163675
0.0009234749,0.980716,0.018360559,7203197
0.00042637435,0.9905133,0.00906033,7192159
0.012394334,0.8390763,0.14852938,7124635
0.016130555,0.8928645,0.091004886,7138513
0.14105386,0.56032044,0.29862574,7116744
0.0011297417,0.9862315,0.012638717,7228168
0.16164783,0.36454216,0.47381005,7156739
0.057089783,0.517808,0.4251022,7233157
0.09426127,0.5918536,0.3138851,7091879
0.0657247,0.38014287,0.55413246,7145151
0.0088982005,0.89843357,0.09266815,7230883
0.46093065,0.055619527,0.4834498,7188256
0.00012617413,0.9992378,0.0006361146,7203095
0.10790753,0.38724965,0.5048428,7142105
0.014091833,0.49825707,0.48765105,7210546
0.08374461,0.4714361,0.44481927,7134026
0.00897272,0.85469085,0.13633637,7119521
0.07290373,0.47058168,0.45651454,7225812
0.017456004,0.7488145,0.23372951,7231536
0.068495214,0.7369982,0.19450656,7120399
0.08149609,0.40314132,0.51536256,7209940
0.07195199,0.5097625,0.41828552,7125730
0.0018220345,0.9452384,0.052939545,7129665
0.034665924,0.75271714,0.21261695,7156628
0.015912415,0.87414193,0.10994562,7154533
0.029765759,0.75181514,0.21841909,7194011
0.1190758,0.53926265,0.34166157,7159573
0.0046143956,0.96435446,0.031031083,7122632
0.00026374662,0.9971228,0.0026134148,7199902
0.027033526,0.9294045,0.04356193,7204514
0.004724032,0.90258455,0.092691444,7114559
0.0067191483,0.7812105,0.21207033,7172574
0.0030586747,0.8667977,0.13014364,7190848
0.23296699,0.22253302,0.5445,7127320
0.004968583,0.9066123,0.08841907,7099989
0.37168384,0.12309633,0.5052198,7193209
0.5478599,0.26264736,0.18949275,7163387
0.011349836,0.8989547,0.08969553,7192322
0.035613872,0.6956475,0.26873866,7181284
0.00037470364,0.97823995,0.02138539,7138658
0.02307674,0.7583422,0.21858105,7094836
0.008236343,0.9171208,0.07464285,7228347
0.047213428,0.46558163,0.48720494,7092957
0.038072966,0.61208063,0.3498464,7095106
4.4363172e-05,0.99117285,0.00878285,7118353
1.8648696e-05,0.9992105,0.00077086187,7187196
0.26694638,0.2677339,0.46531966,7171952
0.033954434,0.7953103,0.17073524,7109967
0.20004685,0.4066343,0.39331883,7121401
0.3888716,0.26940763,0.34172076,7117926
0.0019997628,0.9772942,0.020706031,7149587
3.1092302e-05,0.9950629,0.0049059936,7153700
0.04035333,0.47504687,0.48459977,7128436
0.002822948,0.9139604,0.083216645,7156683
0.0007343196,0.9655208,0.03374488,7183547
0.011609191,0.80958587,0.17880501,7130682
0.0010253321,0.9851806,0.0137940245,7191787
0.0007035616,0.9888186,0.01047778,7201129
0.053827614,0.6726788,0.27349353,7131018
0.037123192,0.73651797,0.2263589,7191519
0.0067133987,0.6653048,0.32798177,7129888
0.6336536,0.083250105,0.28309625,7119314
0.011542557,0.750021,0.23843648,7173398
0.25599492,0.45388067,0.29012445,7100690
0.033184983,0.5655603,0.4012548,7111231
0.11154691,0.5215026,0.36695048,7173783
0.028762223,0.6540104,0.3172274,7185543
0.022252657,0.7447582,0.23298915,7190190
0.2699148,0.38560766,0.34447753,7157963
0.52239466,0.19366701,0.2839383,7158304
0.077971935,0.7073871,0.21464095,7095639
0.0006160994,0.99351704,0.0058668507,7130993
0.02041352,0.7346618,0.24492471,7117359
6.6219385e-05,0.99203753,0.007896234,7122494
0.16267373,0.5741463,0.26318,7093292
0.012916715,0.95260423,0.03447909,7214909
0.084763855,0.66054446,0.2546917,7178939
2.9008454e-05,0.9987538,0.0012171953,7209358
0.0013077068,0.94563264,0.053059656,7232607
0.0072880867,0.88339144,0.10932055,7207044
0.060373105,0.7471076,0.19251925,7223765
0.032313272,0.42907768,0.538609,7103387
0.0003824454,0.9936625,0.005955087,7149774
0.0017097455,0.9671222,0.031168051,7105211
0.05980332,0.6841707,0.25602597,7183544
0.0032926905,0.9543203,0.042387057,7233547
0.002163205,0.8818208,0.11601595,7096046
0.03863755,0.8481792,0.113183215,7174305
0.03254257,0.7680729,0.19938454,7172833
0.0015815495,0.9108527,0.08756582,7109230
0.09053016,0.6589503,0.25051954,7180549
0.0033586277,0.97436666,0.022274766,7096591
0.0011396784,0.91337156,0.085488774,7110015
0.057431947,0.37506863,0.5674994,7114048
0.26357657,0.34543794,0.3909855,7111037
0.001945995,0.90483075,0.09322327,7218940
0.6488219,0.17381059,0.17736754,7151360
