high,low,medium,listing_id
0.08786615,0.48705032,0.42508346,7142618
0.29721022,0.37043008,0.3323597,7210040
0.11679,0.5462989,0.33691108,7174566
0.38908854,0.22279152,0.38811997,7191391
0.014249789,0.8889957,0.096754454,7171695
0.006615222,0.85551065,0.13787411,7225206
0.022247076,0.8813343,0.096418634,7200075
0.20779805,0.34048477,0.4517172,7145074
0.008492041,0.9355908,0.055917166,7193645
0.0004972232,0.9867584,0.012744358,7147703
0.008006387,0.89085937,0.10113426,7182218
0.0061933775,0.891712,0.10209459,7132136
0.08173156,0.5245772,0.39369124,7130670
0.0030253062,0.9699305,0.027044171,7151855
0.0041200924,0.93677986,0.059100084,7158358
0.035391513,0.79198027,0.17262828,7221001
0.38286698,0.204848,0.412285,7100305
0.14944422,0.40590638,0.44464946,7096581
0.059407838,0.3783341,0.56225806,7177904
0.20395786,0.372788,0.42325407,7122823
0.001175954,0.9791691,0.019654965,7183502
0.07075934,0.54114234,0.38809833,7170627
0.106475145,0.54971117,0.3438137,7154826
0.0016207997,0.9480514,0.050327837,7155276
0.043341365,0.71311533,0.24354328,7126641
0.25622943,0.46676135,0.27700925,7096119
0.023654537,0.91273504,0.063610435,7197172
0.08135834,0.62176275,0.29687893,7189973
0.19465682,0.6662179,0.13912527,7123008
0.04055637,0.7646294,0.19481423,7146900
0.004074996,0.7771728,0.21875219,7109717
0.040089928,0.78085774,0.17905228,7129938
0.00091420667,0.973666,0.025419781,7107178
0.025343928,0.8702398,0.10441627,7176321
0.05689677,0.6712493,0.271854,7128745
0.12627542,0.30196652,0.57175803,7142399
0.030640043,0.78209865,0.18726125,7173397
0.46253696,0.24937126,0.28809184,7097445
0.0011941856,0.982724,0.016081812,7176649
0.028835943,0.7300629,0.24110118,7217973
0.040474165,0.8318923,0.12763351,7181413
0.0053633284,0.92287683,0.07175987,7131045
0.04954232,0.3417119,0.60874575,7227600
0.0028105825,0.9694398,0.02774963,7152410
0.09443876,0.474992,0.43056923,7164630
0.04566951,0.6589861,0.29534444,7233385
0.05992433,0.5996913,0.34038442,7132168
0.0014688232,0.94459414,0.053937,7177475
0.00046493567,0.98561734,0.013917697,7195866
0.006620484,0.97133315,0.02204637,7128348
0.051383857,0.36832562,0.58029056,7127663
0.012084333,0.9393369,0.048578843,7224803
0.094458036,0.63546944,0.27007252,7175018
0.06578507,0.57539344,0.3588215,7172595
0.048608016,0.6890351,0.26235682,7109912
0.21948545,0.34985268,0.4306619,7138297
0.03839177,0.8116589,0.14994924,7092476
0.0055692093,0.8175489,0.17688192,7089303
0.034752253,0.42473137,0.5405164,7125155
0.00596016,0.9175569,0.07648298,7220062
0.05192376,0.5972985,0.3507777,7106449
0.057589795,0.7402716,0.20213857,7128225
0.00059455406,0.9801732,0.019232288,7195250
0.008845785,0.5868829,0.40427127,7218672
0.012805822,0.9105056,0.07668858,7196783
0.01778338,0.9075586,0.07465801,7103890
0.05587297,0.7252136,0.21891345,7091781
0.001348813,0.9760534,0.022597728,7188560
0.23125453,0.33972758,0.42901793,7158435
0.078821175,0.6313161,0.2898627,7174040
0.24532036,0.50472957,0.24995008,7090560
0.0027914501,0.97657895,0.02062957,7176342
0.01718924,0.91594917,0.06686162,7192962
0.008264338,0.8908588,0.10087687,7097397
0.020048931,0.8333981,0.14655298,7145866
0.00027646188,0.9868869,0.012836623,7206754
0.07920525,0.6452909,0.27550384,7138175
6.09373e-05,0.99192894,0.008010176,7149594
0.003106259,0.89089525,0.10599851,7156633
0.08440791,0.43551263,0.48007947,7105345
0.2307936,0.2080184,0.561188,7213632
0.018125052,0.8495957,0.13227923,7183113
0.2712496,0.2767267,0.45202366,7140000
0.021478586,0.7668381,0.21168339,7195613
0.1130378,0.43255433,0.4544079,7105115
0.00049905526,0.98153955,0.01796139,7160348
0.0003874925,0.9810647,0.018547902,7160614
0.010148144,0.8601841,0.12966782,7092337
0.0024091203,0.9561837,0.041407216,7147336
0.015977455,0.8442133,0.13980931,7218407
0.3752313,0.31123763,0.31353104,7153777
0.11032673,0.6487936,0.24087963,7105692
0.020432495,0.85180455,0.12776297,7182783
0.0008356003,0.9472517,0.051912755,7175581
0.35719728,0.23591995,0.40688273,7178664
0.38518754,0.23564158,0.37917086,7211063
0.077528246,0.72075653,0.20171522,7224728
0.08040181,0.48474437,0.43485385,7102627
0.0784712,0.5643308,0.35719803,7092248
0.039379556,0.5819413,0.3786791,7207732
0.013763515,0.78639716,0.19983926,7103067
0.009347584,0.70546454,0.2851879,7229817
0.07856288,0.71368235,0.20775476,7172753
0.0037726848,0.93806756,0.058159765,7125988
0.0012066027,0.9750659,0.023727454,7091708
0.39536962,0.20237468,0.40225568,7120982
0.014113325,0.87282705,0.113059625,7200404
0.06440109,0.5513268,0.38427213,7134396
0.4491348,0.19801518,0.35285002,7094055
0.0327216,0.7656345,0.20164394,7220352
0.067456365,0.77035165,0.16219194,7097260
0.033700336,0.68370754,0.2825921,7132074
0.0017054593,0.9318222,0.06647239,7195758
0.004870932,0.8906166,0.10451254,7218227
6.7406785e-05,0.99860686,0.0013257675,7191025
0.38687614,0.08159729,0.53152657,7152268
0.027020747,0.8088633,0.16411597,7210298
0.0017895433,0.9188056,0.079404846,7096221
0.019825913,0.7713765,0.20879762,7137429
0.34366736,0.3669921,0.2893405,7141582
0.230103,0.22687778,0.54301924,7125014
0.0676835,0.6747486,0.25756794,7204283
0.00084483833,0.95148253,0.04767266,7129195
0.0008569815,0.9567763,0.042366665,7208151
